n,algoritmo,repetición,distancia,tiempo_segundos
15,SAVINGS,6,367.9232565006886,0.002799510955810547
15,SAVINGS,7,291.50406437057046,0.0028727054595947266
15,SAVINGS,8,327.8438234056658,0.0024840831756591797
15,SAVINGS,9,339.5170418457547,0.0024755001068115234
15,SAVINGS,10,372.16093619112524,0.0030777454376220703
15,CHRISTOFIDES,1,341.96939531516335,0.0028319358825683594
15,CHRISTOFIDES,2,289.34206853419386,0.0023221969604492188
15,CHRISTOFIDES,3,358.84299411646157,0.0029501914978027344
15,CHRISTOFIDES,4,386.40786906927104,0.003214120864868164
15,CHRISTOFIDES,5,358.79985193802327,0.0031528472900390625
15,CHRISTOFIDES,6,303.940982703361,0.0030226707458496094
15,CHRISTOFIDES,7,365.6458108728838,0.0024368762969970703
15,CHRISTOFIDES,8,336.4386647786828,0.002617359161376953
15,CHRISTOFIDES,9,344.4248560642767,0.0030426979064941406
15,CHRISTOFIDES,10,288.73367552839716,0.002568483352661133
20,PATH_CHEAPEST_ARC,1,391.7208979265549,0.004185199737548828
20,PATH_CHEAPEST_ARC,2,367.33843517514015,0.004112720489501953
20,PATH_CHEAPEST_ARC,3,315.48717514247403,0.004452228546142578
20,PATH_CHEAPEST_ARC,4,416.2228931645883,0.005678653717041016
20,PATH_CHEAPEST_ARC,5,358.94181737151774,0.004281282424926758
20,PATH_CHEAPEST_ARC,6,363.5969394816435,0.0061604976654052734
20,PATH_CHEAPEST_ARC,7,369.1838617415787,0.004470348358154297
20,PATH_CHEAPEST_ARC,8,372.2607195441933,0.00636744499206543
20,PATH_CHEAPEST_ARC,9,402.06289842769957,0.0038809776306152344
20,PATH_CHEAPEST_ARC,10,414.8380684879239,0.004607439041137695
20,SAVINGS,1,392.0259911819145,0.007447242736816406
20,SAVINGS,2,400.3850666723219,0.004703521728515625
20,SAVINGS,3,343.75006434472516,0.005729198455810547
20,SAVINGS,4,417.18001778079673,0.004776954650878906
20,SAVINGS,5,379.9567503863495,0.00445866584777832
